model,pl,gl,cl,mqts,bs,cpl,configuration,precision,e2e_generated_tok_sec,prev_e2e_generated_tok_sec,e2e_generated_tok_sec_delta,e2e_processed_tok_sec,prev_e2e_processed_tok_sec,e2e_processed_tok_sec_delta,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,prev_avg_latency_sec,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,mean_ttft_sec,prev_total_token_throughput_sec,prev_mean_ttft_sec,total_token_throughput_sec_delta,mean_ttft_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,is_regressed_avg_ttft_sec,request_throughput(req/s),output_token_throughput(tok/s),mean_tpot(ms),mean_itl(ms),prev_request_throughput_req_sec,prev_output_token_throughput_tok_sec,prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,request_throughput_req_sec_delta,output_token_throughput_tok_sec_delta,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch
Llama3.3-70B_AWQ,4096,400,4496,16,8,128,P2P,mx6,39.39,-,-,442.73,-,-,47.1,-,-,"cloud,LLM-KV-cache,1QPC",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-4496-gl-400-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132450,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,98.07, 04:25:26,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:14:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08,155184.0,691.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,128,128,256,4,1,128,P2P,mx6,54.77,53.79,1.82,109.54,107.57,1.83,0.09,0.09,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134334,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.19, 00:23:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:00:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,20.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,128,128,256,4,8,128,P2P,mx6,290.67,288.82,0.64,581.33,577.65,0.64,0.65,0.63,3.17,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134337,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.2, 00:25:13,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:00:58,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,22.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,128,128,256,4,16,128,P2P,mx6,403.32,403.34,-0.0,806.64,806.68,-0.0,1.31,1.27,3.15,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134340,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.23, 00:35:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:00:55,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,20.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,128,128,256,4,32,128,P2P,mx6,567.88,569.52,-0.29,1135.77,1139.05,-0.29,2.61,2.53,3.16,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134343,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.24, 00:29:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:00:57,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,20.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,1,128,P2P,mx6,49.47,47.53,4.08,98.93,95.06,4.07,1.72,1.66,3.61,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134319,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.21, 00:24:08,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:15,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,21.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,4,128,P2P,mx6,121.65,116.17,4.72,243.31,232.35,4.72,6.86,6.62,3.63,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134322,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.21, 00:24:54,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:03:07,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,21.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,8,128,P2P,mx6,209.13,207.13,0.97,418.26,414.26,0.97,13.74,13.25,3.7,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134325,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.22, 00:26:24,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:03:31,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,21.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,16,128,P2P,mx6,265.24,258.22,2.72,530.47,516.44,2.72,27.72,26.69,3.86,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134328,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.28, 01:30:14,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:58,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,20.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-7B-Instruct-v0.2,4096,4096,8192,4,32,128,P2P,mx6,327.96,321.63,1.97,655.93,643.26,1.97,55.95,54.01,3.59,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-7B-Instruct-v0.2-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134331,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,6.31, 01:36:40,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:07:33,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,20.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,8,1,128,P2P,mx6,37.51,37.7,-0.5,662.67,666.09,-0.51,2.17,2.09,3.83,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134460,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,28.72, 05:56:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:58,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6.45,155184.0,102.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,8,8,128,P2P,mx6,80.82,82.82,-2.41,1427.91,1463.07,-2.4,17.44,16.84,3.56,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134463,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,28.67, 05:55:44,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:03:17,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6.435,155184.0,102.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,8,16,128,P2P,mx6,90.88,92.36,-1.6,1605.58,1631.67,-1.6,35.19,34.01,3.47,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134466,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,18.69, 05:27:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:03:08,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.475,155184.0,84.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,8,32,128,P2P,mx6,97.76,100.02,-2.26,1727.02,1767.1,-2.27,71.57,69.24,3.37,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134469,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,18.72, 05:32:15,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:03:56,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,10.175,10053288.0,87.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,16,1,128,P2P,mx6,15.88,15.85,0.19,280.58,280.03,0.2,4.08,4.04,0.99,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134472,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,48.81, 06:01:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:13:42,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,10.415,155184.0,707.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,16,8,128,P2P,mx6,20.46,20.48,-0.1,361.4,361.77,-0.1,37.59,37.36,0.62,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134475,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,48.86, 06:01:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:15:42,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,32.345,155184.0,727.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,16,16,128,P2P,mx6,19.39,19.42,-0.15,342.61,343.0,-0.11,93.91,93.63,0.3,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134478,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,29.02, 05:54:32,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:17:04,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,49.02,10999520.0,709.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mistral-Nemo-Instruct-2407,5000,300,5300,16,32,128,P2P,mx6,17.27,17.21,0.35,305.07,304.12,0.31,262.34,261.44,0.34,"cloud,LLM-KV-cache,1QPC,qnn_release",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134481,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,29.02, 05:54:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:22:41,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,90.13,10537384.0,736.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mixtral-8x7B,4096,4096,8192,4,1,128,P2P,mx6,23.56,23.54,0.08,47.12,47.08,0.08,5.05,4.98,1.41,"cloud,LLM-KV-cache,1QPC,qnn_release",Mixtral-8x7B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134346,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.11, 05:40:06,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:07:18,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,188.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mixtral-8x7B,4096,4096,8192,4,4,128,P2P,mx6,59.01,59.12,-0.19,118.03,118.24,-0.18,20.25,20.05,1.0,"cloud,LLM-KV-cache,1QPC,qnn_release",Mixtral-8x7B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134349,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.14, 05:43:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:09:40,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,227.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mixtral-8x7B,4096,4096,8192,4,16,128,P2P,mx6,146.02,141.61,3.11,292.04,283.22,3.11,80.9,79.88,1.28,"cloud,LLM-KV-cache,1QPC,qnn_release",Mixtral-8x7B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134352,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,35.23, 05:18:53,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:12:23,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,220.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mixtral-8x7B,128,128,256,8,1,128,P2P,mx6,29.75,29.68,0.24,59.51,59.35,0.27,0.31,0.32,-3.13,"cloud,LLM-KV-cache,1QPC,qnn_release",Mixtral-8x7B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134367,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,38.23, 06:01:18,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:12:26,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.290000000000001,155184.0,663.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mixtral-8x7B,128,128,256,8,8,128,P2P,mx6,117.27,117.27,0.0,234.54,234.53,0.0,2.43,2.42,0.41,"cloud,LLM-KV-cache,1QPC,qnn_release",Mixtral-8x7B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134370,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,38.29, 06:08:15,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,NA,NA,NA,00:15:04,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.315,155184.0,815.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Mixtral-8x7B,128,128,256,8,16,128,P2P,mx6,166.61,166.56,0.03,333.23,333.13,0.03,4.84,4.82,0.41,"cloud,LLM-KV-cache,1QPC,qnn_release",Mixtral-8x7B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134373,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.33, 06:07:30,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:14:14,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,7.925,155184.0,766.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
