model,pl,gl,cl,mqts,bs,cpl,configuration,precision,output_token_throughput(tok/s),prev_output_token_throughput_tok_sec,output_token_throughput_tok_sec_delta,mean_ttft_sec,prev_mean_ttft_sec,mean_ttft_sec_delta,request_throughput(req/s),prev_request_throughput_req_sec,request_throughput_req_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,e2e_processed_tok_sec,e2e_generated_tok_sec,prev_e2e_processed_tok_sec,prev_e2e_generated_tok_sec,prev_avg_latency_sec,e2e_processed_tok_sec_delta,e2e_generated_tok_sec_delta,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,prev_total_token_throughput_sec,total_token_throughput_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,is_regressed_avg_ttft_sec,mean_tpot(ms),mean_itl(ms),prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch,prev_total_token_throughput_tok_sec,total_token_throughput_tok_sec_delta,is_regressed_total_token_throughput_sec_delta,is_regressed_mean_ttft_sec_delta
Llama3.1-8B,5000,300,5300,8,16,128,P2P,mx6,124.77,125.14,-0.3,24.32,24.17,0.62,0.42,0.42,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136731,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.46, 02:49:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:37,,,2204.3,,,None,None,,,,,,,,,47.28,47.28,47.41,47.41,,0,0,0,-0.27,-0.27,5.065,8728856.0,37.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,2210.76,-0.29,0,0.0
Llama3.1-8B,5000,300,5300,8,32,128,P2P,mx6,133.39,134.22,-0.62,51.22,50.75,0.93,0.44,0.45,-2.22,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136737,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.48, 02:52:36,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:49,,,2356.49,,,None,None,,,,,,,,,69.3,69.3,69.37,69.37,0.0,0,0,0,-0.1,-0.1,6.12,8641504.0,38.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,2371.2,-0.62,0,0.0
Llama3.1-8B,4096,4096,8192,8,1,128,P2P,mx6,67.95,66.25,2.57,1.32,1.34,-1.49,0.02,0.02,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136749,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.26, 04:29:55,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:03:11,,,135.9,,,None,None,,,,,,,,,14.4,14.4,14.77,14.77,,0,0,0,-2.51,-2.51,5.615,23032624.0,90.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,132.51,2.56,0,0.0
Llama3.1-8B,4096,4096,8192,8,4,128,P2P,mx6,135.98,134.1,1.4,4.17,4.29,-2.8,0.03,0.03,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136758,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.27, 04:32:21,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:05:53,,,271.96,,,None,None,,,,,,,,,28.41,28.41,28.79,28.79,,0,0,0,-1.32,-1.32,5.915,15091400.0,69.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,268.21,1.4,0,0.0
Llama3.1-8B,4096,4096,8192,8,8,128,P2P,mx6,243.0,221.49,9.71,9.13,9.43,-3.18,0.06,0.05,20.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136770,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.28, 04:35:52,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:06:24,,,485.99,,,None,None,,,,,,,,,30.7,30.7,33.82,33.82,0.0,0,0,0,-9.23,-9.23,6.335,16796960.0,81.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,442.98,9.71,0,0.0
Llama3.1-8B,4096,4096,8192,8,16,128,P2P,mx6,318.01,299.4,6.22,19.45,20.22,-3.81,0.08,0.07,14.29,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136779,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.47, 02:49:46,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:09:12,,,636.01,,,None,None,,,,,,,,,45.57,45.57,48.51,48.51,0.0,0,0,0,-6.06,-6.06,5.64,15747760.0,58.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,598.79,6.22,0,0.0
Llama3.1-8B,4096,4096,8192,8,32,128,P2P,mx6,396.25,395.92,0.08,40.98,42.31,-3.14,0.1,0.1,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136788,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.55, 02:55:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:13:52,,,792.49,,,None,None,,,,,,,,,70.76,70.76,70.5,70.5,,0,0,0,0.37,0.37,7.31,15587208.0,65.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,791.85,0.08,0,0.0
Llama3.1-8B,5000,300,5300,16,1,128,P2P,mx6,43.2,43.31,-0.25,1.68,1.71,-1.75,0.14,0.14,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136722,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.26, 05:56:09,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:27,,,763.22,,,None,None,,,,,,,,,17.6,17.6,17.44,17.44,,0,0,0,0.92,0.92,9.52,10044992.0,155.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,765.21,-0.26,0,0.0
Llama3.1-8B,5000,300,5300,16,8,128,P2P,mx6,103.24,101.28,1.94,11.85,12.0,-1.25,0.34,0.34,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136728,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.3, 05:56:42,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:04,,,1823.83,,,None,None,,,,,,,,,38.09,38.09,39.08,39.08,,0,0,0,-2.53,-2.53,10.44,8634184.0,156.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1789.3,1.93,0,0.0
Llama3.1-8B,5000,300,5300,16,16,128,P2P,mx6,126.34,120.92,4.48,24.99,25.58,-2.31,0.42,0.4,5.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136734,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.67, 04:14:08,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:35,,,2232.03,,,None,None,,,,,,,,,43.44,43.44,47.16,47.16,0.0,0,0,0,-7.89,-7.89,8.48,8385304.0,140.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,2136.26,4.48,0,0.0
Llama3.1-8B,5000,300,5300,16,32,128,P2P,mx6,132.92,131.8,0.85,52.95,53.69,-1.38,0.44,0.44,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136740,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.69, 04:13:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:48,,,2348.22,,,None,None,,,,,,,,,64.37,64.37,63.92,63.92,,0,0,0,0.7,0.7,10.57,8235976.0,141.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,2328.48,0.85,0,0.0
Llama3.1-8B,4096,4096,8192,16,1,128,P2P,mx6,63.4,58.14,9.05,1.31,1.35,-2.96,0.02,0.01,100.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136752,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.28, 06:18:21,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:03:22,,,126.8,,,None,None,,,,,,,,,15.46,15.46,16.87,16.87,0.0,0,0,0,-8.36,-8.36,9.59,22285008.0,208.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,116.28,9.05,0,0.0
Llama3.1-8B,4096,4096,8192,16,4,128,P2P,mx6,151.23,145.73,3.77,4.25,4.33,-1.85,0.04,0.04,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136761,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.3, 06:19:03,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:05:16,,,302.46,,,None,None,,,,,,,,,25.42,25.42,26.4,26.4,,0,0,0,-3.71,-3.71,10.19,19506824.0,205.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,291.45,3.78,0,0.0
Llama3.3-70B,4096,4096,8192,4,1,128,P2P,mx6,7.0,6.77,3.4,12.67,12.68,-0.08,0.0,0.0,,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134508,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.57, 01:21:07,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:29:19,,,14.0,,,None,None,,,,,,,,,139.83,139.83,144.74,144.74,0.0,0,0,0,-3.39,-3.39,0.76,155184.0,50.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,13.53,3.47,0,0.0
Llama3.3-70B,4096,4096,8192,4,4,128,P2P,mx6,15.67,14.1,11.13,40.36,40.97,-1.49,0.0,0.0,,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134517,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.6, 01:26:25,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:50:55,,,31.33,,,None,None,,,,,,,,,245.52,245.52,273.82,273.82,0.0,0,0,0,-10.34,-10.34,0.76,155184.0,47.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,28.19,11.14,0,0.0
Llama3.3-70B,4096,4096,8192,4,8,128,P2P,mx6,33.5,32.73,2.35,88.76,90.73,-2.17,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134523,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.64, 01:30:45,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:45:22,,,67.0,,,None,None,,,,,,,,,217.19,217.19,222.32,222.32,,0,0,0,-2.31,-2.31,0.76,155184.0,54.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,65.46,2.35,0,0.0
Llama3.3-70B,4096,4096,8192,4,16,128,P2P,mx6,45.88,46.92,-2.22,188.3,190.0,-0.89,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134532,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,58.83, 03:13:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,01:03:33,,,91.77,,,None,None,,,,,,,,,302.8,302.8,294.66,294.66,,0,0,0,2.76,2.76,0.76,155184.0,46.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,93.85,-2.22,0,0.0
Llama3.3-70B,128,128,256,8,1,128,P2P,mx6,11.53,12.23,-5.72,0.23,0.24,-4.17,0.09,0.1,-10.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134484,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:14:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:38,,,23.06,,,None,None,,,,,,,,,85.62,85.62,80.55,80.55,1.0,1,1,1,6.29,6.29,17.56,29736280.0,217.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,24.46,-5.72,1,0.0
Llama3.3-70B,128,128,256,8,8,128,P2P,mx6,74.99,73.35,2.24,1.34,1.42,-5.63,0.59,0.57,3.51,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134487,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.42, 02:51:18,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:44,,,149.97,,,None,None,,,,,,,,,96.96,96.96,98.69,98.69,0.0,0,0,0,-1.75,-1.75,17.724999999999998,35113552.0,191.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,146.71,2.22,0,0.0
Llama3.3-70B,128,128,256,8,16,128,P2P,mx6,114.68,113.01,1.48,2.86,3.17,-9.78,0.9,0.88,2.27,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134490,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.71, 03:16:13,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:55,,,229.37,,,None,None,,,,,,,,,118.05,118.05,117.7,117.7,0.0,0,0,0,0.3,0.3,14.775,29558648.0,227.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,226.02,1.48,0,0.0
Llama3.3-70B,128,128,256,8,32,128,P2P,mx6,179.43,176.5,1.66,6.68,6.79,-1.62,1.4,1.38,1.45,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134493,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.81, 03:16:07,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:05,,,358.86,,,None,None,,,,,,,,,127.03,127.03,129.14,129.14,0.0,0,0,0,-1.63,-1.63,15.03,25800072.0,254.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,352.99,1.66,0,0.0
Llama3.3-70B,512,512,1024,8,1,128,P2P,mx6,11.25,11.95,-5.86,0.9,0.93,-3.23,0.02,0.02,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134496,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:22:50,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:20,,,22.5,,,None,None,,,,,,,,,87.29,87.29,82.06,82.06,,1,1,1,6.37,6.37,17.605,37902960.0,197.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,23.89,-5.82,1,0.0
Llama3.3-70B,512,512,1024,8,8,128,P2P,mx6,70.18,68.86,1.92,5.94,6.0,-1.0,0.14,0.13,7.69,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134499,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.42, 03:00:09,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:51,,,140.37,,,None,None,,,,,,,,,102.58,102.58,104.65,104.65,0.0,0,0,0,-1.98,-1.98,18.095,34261504.0,196.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,137.73,1.92,0,0.0
