model,pl,gl,cl,mqts,bs,cpl,configuration,precision,output_token_throughput(tok/s),prev_output_token_throughput_tok_sec,output_token_throughput_tok_sec_delta,mean_ttft_sec,prev_mean_ttft_sec,mean_ttft_sec_delta,request_throughput(req/s),prev_request_throughput_req_sec,request_throughput_req_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,e2e_processed_tok_sec,e2e_generated_tok_sec,prev_e2e_processed_tok_sec,prev_e2e_generated_tok_sec,prev_avg_latency_sec,e2e_processed_tok_sec_delta,e2e_generated_tok_sec_delta,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,prev_total_token_throughput_sec,total_token_throughput_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,is_regressed_avg_ttft_sec,mean_tpot(ms),mean_itl(ms),prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch,prev_total_token_throughput_tok_sec,total_token_throughput_tok_sec_delta,is_regressed_total_token_throughput_sec_delta,is_regressed_mean_ttft_sec_delta
Mistral-Nemo-Instruct-2407,5000,300,5300,16,8,128,P2P,mx6,20.44,20.38,0.29,33.48,33.68,-0.59,0.07,0.07,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136827,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,48.86, 06:01:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:05:25,,,361.08,,,None,None,,,,,,,,,280.75,280.75,281.26,281.26,,0,0,0,-0.18,-0.18,32.345,12457176.0,646.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,359.97,0.31,0,0.0
Mistral-Nemo-Instruct-2407,5000,300,5300,16,16,128,P2P,mx6,19.36,19.18,0.94,88.63,88.91,-0.31,0.06,0.06,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136833,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,29.02, 05:54:32,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:11:00,,,341.99,,,None,None,,,,,,,,,532.84,532.84,539.55,539.55,,0,0,0,-1.24,-1.24,49.02,11468976.0,651.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,338.85,0.93,0,0.0
Mistral-Nemo-Instruct-2407,5000,300,5300,16,32,128,P2P,mx6,17.19,17.08,0.64,255.31,255.56,-0.1,0.06,0.06,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mistral-Nemo-Instruct-2407-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136839,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,29.02, 05:54:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:23:43,,,303.72,,,None,None,,,,,,,,,1013.57,1013.57,1024.45,1024.45,,0,0,0,-1.06,-1.06,90.13,11210824.0,693.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,301.83,0.63,0,0.0
Mixtral-8x7B,4096,4096,8192,4,1,128,P2P,mx6,22.92,23.21,-1.25,6.68,6.56,1.83,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136854,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.11, 05:40:06,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:08:59,,,45.85,,,None,None,,,,,,,,,42.0,42.0,41.49,41.49,,0,0,0,1.23,1.23,0.76,155184.0,191.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,46.43,-1.25,0,0.0
Mixtral-8x7B,4096,4096,8192,4,4,128,P2P,mx6,38.93,37.82,2.93,21.65,21.28,1.74,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136860,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.14, 05:43:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:19:40,,,77.86,,,None,None,,,,,,,,,97.49,97.49,100.58,100.58,,0,0,0,-3.07,-3.07,0.76,155184.0,231.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,75.65,2.92,0,0.0
Mixtral-8x7B,4096,4096,8192,4,16,128,P2P,mx6,97.23,94.12,3.3,98.8,98.87,-0.07,0.02,0.02,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136866,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,35.23, 05:18:53,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:28:39,,,194.45,,,None,None,,,,,,,,,140.47,140.47,145.89,145.89,,0,0,0,-3.72,-3.72,0.76,155184.0,215.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,188.24,3.3,0,0.0
Mixtral-8x7B,128,128,256,8,1,128,P2P,mx6,30.15,29.89,0.87,0.17,0.17,0.0,0.24,0.23,4.35,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136842,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,38.23, 06:01:18,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:18,,,60.3,,,None,None,,,,,,,,,32.05,32.05,32.34,32.34,0.0,0,0,0,-0.9,-0.9,8.925,154208.0,661.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,59.78,0.87,0,
Mixtral-8x7B,128,128,256,8,8,128,P2P,mx6,93.37,95.4,-2.13,1.15,1.12,2.68,0.73,0.75,-2.67,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136845,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,38.29, 06:08:15,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:35,,,186.73,,,None,None,,,,,,,,,77.23,77.23,75.66,75.66,0.0,0,0,0,2.08,2.08,9.010000000000002,13405360.0,814.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,190.8,-2.13,0,0.0
Mixtral-8x7B,128,128,256,8,16,128,P2P,mx6,146.1,144.2,1.32,2.46,2.31,6.49,1.14,1.13,0.88,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136848,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.33, 06:07:30,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:42,,,292.2,,,None,None,,,,,,,,,90.95,90.95,93.53,93.53,0.0,0,0,0,-2.76,-2.76,8.65,13491736.0,776.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,288.4,1.32,0,1.0
Mixtral-8x7B,128,128,256,8,32,128,P2P,mx6,239.6,238.16,0.6,5.15,5.12,0.59,1.87,1.86,0.54,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136851,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.32, 06:02:28,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:48,,,479.19,,,None,None,,,,,,,,,93.89,93.89,94.98,94.98,0.0,0,0,0,-1.15,-1.15,8.695,14762000.0,804.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,476.31,0.6,0,0.0
Mixtral-8x7B,4096,4096,8192,8,1,128,P2P,mx6,29.33,29.02,1.07,5.44,5.45,-0.18,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136857,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,38.24, 06:05:53,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:07:05,,,58.66,,,None,None,,,,,,,,,32.78,32.78,33.14,33.14,,0,0,0,-1.09,-1.09,9.025,18407360.0,651.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,58.03,1.09,0,0.0
Mixtral-8x7B,4096,4096,8192,8,4,128,P2P,mx6,52.72,52.33,0.75,17.78,17.79,-0.06,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136863,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,38.31, 06:07:34,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:14:23,,,105.44,,,None,None,,,,,,,,,71.55,71.55,72.11,72.11,,0,0,0,-0.78,-0.78,9.385000000000002,19652736.0,792.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,104.67,0.74,0,0.0
Mixtral-8x7B,4096,4096,8192,8,16,128,P2P,mx6,134.29,130.17,3.17,82.24,82.36,-0.15,0.03,0.03,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136869,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.47, 06:05:54,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:21:18,,,268.58,,,None,None,,,,,,,,,99.09,99.09,102.83,102.83,,0,0,0,-3.64,-3.64,10.295,21934624.0,819.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,260.34,3.17,0,0.0
Mixtral-8x7B,4096,4096,8192,8,32,128,P2P,mx6,198.81,200.62,-0.9,169.69,169.87,-0.11,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Mixtral-8x7B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136872,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,36.47, 06:05:32,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:27:17,,,397.62,,,None,None,,,,,,,,,119.55,119.55,118.06,118.06,,0,0,0,1.26,1.26,11.905,23178048.0,815.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,401.23,-0.9,0,0.0
allam_7b,1024,1024,2048,4,64,128,P2P,mx6,351.42,356.32,-1.38,29.77,32.12,-7.32,0.34,0.35,-2.86,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",allam_7b-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-2048-gl-1024-pl-1024-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136875,https://huggingface.co//home/qraniumtest/QEFF_MODELS/qeff_cache/allam_7b-alpha-v1.27.2.16/tokenizer/,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,7.04, 01:48:35,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:07:22,,,702.84,,,None,None,,,,,,,,,153.14,153.14,148.33,148.33,0.0,0,0,0,3.24,3.24,0.76,155184.0,21.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,712.64,-1.38,0,0.0
